className_funcName,doc
ProWorkorderBomServiceImpl_selectProWorkorderBomByLineId,"/**
     * 查询生产工单BOM组成
     * 
     * @param lineId 生产工单BOM组成主键
     * @return 生产工单BOM组成
     */"
ProWorkorderBomServiceImpl_selectProWorkorderBomList,"/**
     * 查询生产工单BOM组成列表
     * 
     * @param proWorkorderBom 生产工单BOM组成
     * @return 生产工单BOM组成
     */"
ProWorkorderBomServiceImpl_insertProWorkorderBom,"/**
     * 新增生产工单BOM组成
     * 
     * @param proWorkorderBom 生产工单BOM组成
     * @return 结果
     */"
ProWorkorderBomServiceImpl_updateProWorkorderBom,"/**
     * 修改生产工单BOM组成
     * 
     * @param proWorkorderBom 生产工单BOM组成
     * @return 结果
     */"
ProWorkorderBomServiceImpl_deleteProWorkorderBomByLineIds,"/**
     * 批量删除生产工单BOM组成
     * 
     * @param lineIds 需要删除的生产工单BOM组成主键
     * @return 结果
     */"
ProWorkorderBomServiceImpl_deleteProWorkorderBomByLineId,"/**
     * 删除生产工单BOM组成信息
     * 
     * @param lineId 生产工单BOM组成主键
     * @return 结果
     */"
ProWorkrecordServiceImpl_selectProWorkrecordByRecordId,"/**
     * 查询上下工记录
     * 
     * @param recordId 上下工记录主键
     * @return 上下工记录
     */"
ProWorkrecordServiceImpl_selectProWorkrecordList,"/**
     * 查询上下工记录列表
     * 
     * @param proWorkrecord 上下工记录
     * @return 上下工记录
     */"
ProWorkrecordServiceImpl_insertProWorkrecord,"/**
     * 新增上下工记录
     * 
     * @param proWorkrecord 上下工记录
     * @return 结果
     */"
ProWorkrecordServiceImpl_updateProWorkrecord,"/**
     * 修改上下工记录
     * 
     * @param proWorkrecord 上下工记录
     * @return 结果
     */"
ProWorkrecordServiceImpl_deleteProWorkrecordByRecordIds,"/**
     * 批量删除上下工记录
     * 
     * @param recordIds 需要删除的上下工记录主键
     * @return 结果
     */"
ProWorkrecordServiceImpl_deleteProWorkrecordByRecordId,"/**
     * 删除上下工记录信息
     * 
     * @param recordId 上下工记录主键
     * @return 结果
     */"
ProTaskIssueServiceImpl_selectProTaskIssueByRecordId,"/**
     * 查询生产任务投料
     * 
     * @param recordId 生产任务投料主键
     * @return 生产任务投料
     */"
ProTaskIssueServiceImpl_selectProTaskIssueList,"/**
     * 查询生产任务投料列表
     * 
     * @param proTaskIssue 生产任务投料
     * @return 生产任务投料
     */"
ProTaskIssueServiceImpl_insertProTaskIssue,"/**
     * 新增生产任务投料
     * 
     * @param proTaskIssue 生产任务投料
     * @return 结果
     */"
ProTaskIssueServiceImpl_updateProTaskIssue,"/**
     * 修改生产任务投料
     * 
     * @param proTaskIssue 生产任务投料
     * @return 结果
     */"
ProTaskIssueServiceImpl_deleteProTaskIssueByRecordIds,"/**
     * 批量删除生产任务投料
     * 
     * @param recordIds 需要删除的生产任务投料主键
     * @return 结果
     */"
ProTaskIssueServiceImpl_deleteProTaskIssueByRecordId,"/**
     * 删除生产任务投料信息
     * 
     * @param recordId 生产任务投料主键
     * @return 结果
     */"
ProProcessServiceImpl_selectProProcessByProcessId,"/**
     * 查询生产工序
     * 
     * @param processId 生产工序主键
     * @return 生产工序
     */"
ProProcessServiceImpl_selectProProcessList,"/**
     * 查询生产工序列表
     * 
     * @param proProcess 生产工序
     * @return 生产工序
     */"
ProProcessServiceImpl_checkProcessCodeUnique,"/**
     * 检查工序编码是否唯一
     * @param proProcess
     * @return
     */"
ProProcessServiceImpl_checkProcessNameUnique,"/**
     * 检查工序名称是否唯一
     * @param proProcess
     * @return
     */"
ProProcessServiceImpl_insertProProcess,"/**
     * 新增生产工序
     * 
     * @param proProcess 生产工序
     * @return 结果
     */"
ProProcessServiceImpl_updateProProcess,"/**
     * 修改生产工序
     * 
     * @param proProcess 生产工序
     * @return 结果
     */"
ProProcessServiceImpl_deleteProProcessByProcessIds,"/**
     * 批量删除生产工序
     * 
     * @param processIds 需要删除的生产工序主键
     * @return 结果
     */"
ProProcessServiceImpl_deleteProProcessByProcessId,"/**
     * 删除生产工序信息
     * 
     * @param processId 生产工序主键
     * @return 结果
     */"
ProRouteProcessServiceImpl_selectProRouteProcessByRecordId,"/**
     * 查询工艺组成
     * 
     * @param recordId 工艺组成主键
     * @return 工艺组成
     */"
ProRouteProcessServiceImpl_selectProRouteProcessList,"/**
     * 查询工艺组成列表
     * 
     * @param proRouteProcess 工艺组成
     * @return 工艺组成
     */"
ProRouteProcessServiceImpl_insertProRouteProcess,"/**
     * 新增工艺组成
     * 
     * @param proRouteProcess 工艺组成
     * @return 结果
     */"
ProRouteProcessServiceImpl_updateProRouteProcess,"/**
     * 修改工艺组成
     * 
     * @param proRouteProcess 工艺组成
     * @return 结果
     */"
ProRouteProcessServiceImpl_deleteProRouteProcessByRecordIds,"/**
     * 批量删除工艺组成
     * 
     * @param recordIds 需要删除的工艺组成主键
     * @return 结果
     */"
ProRouteProcessServiceImpl_deleteProRouteProcessByRecordId,"/**
     * 删除工艺组成信息
     * 
     * @param recordId 工艺组成主键
     * @return 结果
     */"
ProRouteProductBomServiceImpl_selectProRouteProductBomByRecordId,"/**
     * 查询产品制程物料BOM
     * 
     * @param recordId 产品制程物料BOM主键
     * @return 产品制程物料BOM
     */"
ProRouteProductBomServiceImpl_selectProRouteProductBomList,"/**
     * 查询产品制程物料BOM列表
     * 
     * @param proRouteProductBom 产品制程物料BOM
     * @return 产品制程物料BOM
     */"
ProRouteProductBomServiceImpl_insertProRouteProductBom,"/**
     * 新增产品制程物料BOM
     * 
     * @param proRouteProductBom 产品制程物料BOM
     * @return 结果
     */"
ProRouteProductBomServiceImpl_updateProRouteProductBom,"/**
     * 修改产品制程物料BOM
     * 
     * @param proRouteProductBom 产品制程物料BOM
     * @return 结果
     */"
ProRouteProductBomServiceImpl_deleteProRouteProductBomByRecordIds,"/**
     * 批量删除产品制程物料BOM
     * 
     * @param recordIds 需要删除的产品制程物料BOM主键
     * @return 结果
     */"
ProRouteProductBomServiceImpl_deleteProRouteProductBomByRecordId,"/**
     * 删除产品制程物料BOM信息
     * 
     * @param recordId 产品制程物料BOM主键
     * @return 结果
     */"
ProTransOrderServiceImpl_selectProTransOrderByTransOrderId,"/**
     * 查询流转单
     * 
     * @param transOrderId 流转单主键
     * @return 流转单
     */"
ProTransOrderServiceImpl_selectProTransOrderList,"/**
     * 查询流转单列表
     * 
     * @param proTransOrder 流转单
     * @return 流转单
     */"
ProTransOrderServiceImpl_insertProTransOrder,"/**
     * 新增流转单
     * 
     * @param proTransOrder 流转单
     * @return 结果
     */"
ProTransOrderServiceImpl_updateProTransOrder,"/**
     * 修改流转单
     * 
     * @param proTransOrder 流转单
     * @return 结果
     */"
ProTransOrderServiceImpl_deleteProTransOrderByTransOrderIds,"/**
     * 批量删除流转单
     * 
     * @param transOrderIds 需要删除的流转单主键
     * @return 结果
     */"
ProTransOrderServiceImpl_deleteProTransOrderByTransOrderId,"/**
     * 删除流转单信息
     * 
     * @param transOrderId 流转单主键
     * @return 结果
     */"
ProProcessContentServiceImpl_selectProProcessContentByContentId,"/**
     * 查询生产工序内容
     * 
     * @param contentId 生产工序内容主键
     * @return 生产工序内容
     */"
ProProcessContentServiceImpl_selectProProcessContentList,"/**
     * 查询生产工序内容列表
     * 
     * @param proProcessContent 生产工序内容
     * @return 生产工序内容
     */"
ProProcessContentServiceImpl_insertProProcessContent,"/**
     * 新增生产工序内容
     * 
     * @param proProcessContent 生产工序内容
     * @return 结果
     */"
ProProcessContentServiceImpl_updateProProcessContent,"/**
     * 修改生产工序内容
     * 
     * @param proProcessContent 生产工序内容
     * @return 结果
     */"
ProProcessContentServiceImpl_deleteProProcessContentByContentIds,"/**
     * 批量删除生产工序内容
     * 
     * @param contentIds 需要删除的生产工序内容主键
     * @return 结果
     */"
ProProcessContentServiceImpl_deleteProProcessContentByContentId,"/**
     * 删除生产工序内容信息
     * 
     * @param contentId 生产工序内容主键
     * @return 结果
     */"
ProTaskServiceImpl_selectProTaskByTaskId,"/**
     * 查询生产任务
     * 
     * @param taskId 生产任务主键
     * @return 生产任务
     */"
ProTaskServiceImpl_selectProTaskList,"/**
     * 查询生产任务列表
     * 
     * @param proTask 生产任务
     * @return 生产任务
     */"
ProTaskServiceImpl_insertProTask,"/**
     * 新增生产任务
     * 
     * @param proTask 生产任务
     * @return 结果
     */"
ProTaskServiceImpl_updateProTask,"/**
     * 修改生产任务
     * 
     * @param proTask 生产任务
     * @return 结果
     */"
ProTaskServiceImpl_deleteProTaskByTaskIds,"/**
     * 批量删除生产任务
     * 
     * @param taskIds 需要删除的生产任务主键
     * @return 结果
     */"
ProTaskServiceImpl_deleteProTaskByTaskId,"/**
     * 删除生产任务信息
     * 
     * @param taskId 生产任务主键
     * @return 结果
     */"
ProRouteServiceImpl_selectProRouteByRouteId,"/**
     * 查询工艺路线
     * 
     * @param routeId 工艺路线主键
     * @return 工艺路线
     */"
ProRouteServiceImpl_selectProRouteList,"/**
     * 查询工艺路线列表
     * 
     * @param proRoute 工艺路线
     * @return 工艺路线
     */"
ProRouteServiceImpl_insertProRoute,"/**
     * 新增工艺路线
     * 
     * @param proRoute 工艺路线
     * @return 结果
     */"
ProRouteServiceImpl_updateProRoute,"/**
     * 修改工艺路线
     * 
     * @param proRoute 工艺路线
     * @return 结果
     */"
ProRouteServiceImpl_deleteProRouteByRouteIds,"/**
     * 批量删除工艺路线
     * 
     * @param routeIds 需要删除的工艺路线主键
     * @return 结果
     */"
ProRouteServiceImpl_deleteProRouteByRouteId,"/**
     * 删除工艺路线信息
     * 
     * @param routeId 工艺路线主键
     * @return 结果
     */"
ProFeedbackServiceImpl_selectProFeedbackByRecordId,"/**
     * 查询生产报工记录
     * 
     * @param recordId 生产报工记录主键
     * @return 生产报工记录
     */"
ProFeedbackServiceImpl_selectProFeedbackList,"/**
     * 查询生产报工记录列表
     * 
     * @param proFeedback 生产报工记录
     * @return 生产报工记录
     */"
ProFeedbackServiceImpl_insertProFeedback,"/**
     * 新增生产报工记录
     * 
     * @param proFeedback 生产报工记录
     * @return 结果
     */"
ProFeedbackServiceImpl_updateProFeedback,"/**
     * 修改生产报工记录
     * 
     * @param proFeedback 生产报工记录
     * @return 结果
     */"
ProFeedbackServiceImpl_deleteProFeedbackByRecordIds,"/**
     * 批量删除生产报工记录
     * 
     * @param recordIds 需要删除的生产报工记录主键
     * @return 结果
     */"
ProFeedbackServiceImpl_deleteProFeedbackByRecordId,"/**
     * 删除生产报工记录信息
     * 
     * @param recordId 生产报工记录主键
     * @return 结果
     */"
ProWorkorderServiceImpl_selectProWorkorderByWorkorderId,"/**
     * 查询生产工单
     * 
     * @param workorderId 生产工单主键
     * @return 生产工单
     */"
ProWorkorderServiceImpl_selectProWorkorderList,"/**
     * 查询生产工单列表
     * 
     * @param proWorkorder 生产工单
     * @return 生产工单
     */"
ProWorkorderServiceImpl_insertProWorkorder,"/**
     * 新增生产工单
     * 
     * @param proWorkorder 生产工单
     * @return 结果
     */"
ProWorkorderServiceImpl_updateProWorkorder,"/**
     * 修改生产工单
     * 
     * @param proWorkorder 生产工单
     * @return 结果
     */"
ProWorkorderServiceImpl_deleteProWorkorderByWorkorderIds,"/**
     * 批量删除生产工单
     * 
     * @param workorderIds 需要删除的生产工单主键
     * @return 结果
     */"
ProWorkorderServiceImpl_deleteProWorkorderByWorkorderId,"/**
     * 删除生产工单信息
     * 
     * @param workorderId 生产工单主键
     * @return 结果
     */"
ProProcessMobController_getInfo,"/**
     * 获取工序详细信息
     */"
ProWorkorderBomController_list,"/**
     * 查询生产工单BOM组成列表
     */"
ProWorkorderBomController_export,"/**
     * 导出生产工单BOM组成列表
     */"
ProWorkorderBomController_getInfo,"/**
     * 获取生产工单BOM组成详细信息
     */"
ProWorkorderBomController_add,"/**
     * 新增生产工单BOM组成
     */"
ProWorkorderBomController_edit,"/**
     * 修改生产工单BOM组成
     */"
ProWorkorderBomController_remove,"/**
     * 删除生产工单BOM组成
     */"
ProRouteProductBomController_list,"/**
     * 查询产品制程物料BOM列表
     */"
ProRouteProductBomController_export,"/**
     * 导出产品制程物料BOM列表
     */"
ProRouteProductBomController_getInfo,"/**
     * 获取产品制程物料BOM详细信息
     */"
ProRouteProductBomController_add,"/**
     * 新增产品制程物料BOM
     */"
ProRouteProductBomController_edit,"/**
     * 修改产品制程物料BOM
     */"
ProRouteProductBomController_remove,"/**
     * 删除产品制程物料BOM
     */"
ProTransConsumeController_list,"/**
     * 查询物料消耗记录列表
     */"
ProTransConsumeController_export,"/**
     * 导出物料消耗记录列表
     */"
ProTransConsumeController_getInfo,"/**
     * 获取物料消耗记录详细信息
     */"
ProTransConsumeController_add,"/**
     * 新增物料消耗记录
     */"
ProTransConsumeController_edit,"/**
     * 修改物料消耗记录
     */"
ProTransConsumeController_remove,"/**
     * 删除物料消耗记录
     */"
ProProcessController_list,"/**
     * 查询生产工序列表
     */"
ProProcessController_listAll,"/**
     * 查询所有可用工序的清单
     * @return
     */"
ProProcessController_export,"/**
     * 导出生产工序列表
     */"
ProProcessController_getInfo,"/**
     * 获取生产工序详细信息
     */"
ProProcessController_add,"/**
     * 新增生产工序
     */"
ProProcessController_edit,"/**
     * 修改生产工序
     */"
ProProcessController_remove,"/**
     * 删除生产工序
     */"
ProProcessContentController_list,"/**
     * 查询生产工序内容列表
     */"
ProProcessContentController_export,"/**
     * 导出生产工序内容列表
     */"
ProProcessContentController_getInfo,"/**
     * 获取生产工序内容详细信息
     */"
ProProcessContentController_add,"/**
     * 新增生产工序内容
     */"
ProProcessContentController_edit,"/**
     * 修改生产工序内容
     */"
ProProcessContentController_remove,"/**
     * 删除生产工序内容
     */"
ProTaskController_list,"/**
     * 查询生产任务列表
     */"
ProTaskController_export,"/**
     * 导出生产任务列表
     */"
ProTaskController_getInfo,"/**
     * 获取生产任务详细信息
     */"
ProTaskController_getGanttTaskList,"/**
     * 获取甘特图中需要显示的TASK，包括三种类型的内容：
     * 1.Project：基于时间范围搜索的生产工单转换而来的Project。
     *   搜索逻辑为：默认使用当前日期作为开始时间，搜索所有需求时间大于当前时间的生产工单
     * 2.Task：基于生产工单拆分到具体工作站后的生产任务转换而来的Task。
     * 3.Link：根据工序与工序之间的依赖关系转换而来的Link。
     */"
ProTaskController_add,"/**
     * 新增生产任务
     */"
ProTaskController_edit,"/**
     * 修改生产任务
     */"
ProTaskController_remove,"/**
     * 删除生产任务
     */"
ProFeedbackController_list,"/**
     * 查询生产报工记录列表
     */"
ProFeedbackController_export,"/**
     * 导出生产报工记录列表
     */"
ProFeedbackController_getInfo,"/**
     * 获取生产报工记录详细信息
     */"
ProFeedbackController_add,"/**
     * 新增生产报工记录
     */"
ProFeedbackController_edit,"/**
     * 修改生产报工记录
     */"
ProFeedbackController_remove,"/**
     * 删除生产报工记录
     */"
ProFeedbackController_execute,"/**
     * 执行报工
     * 1.更新生产任务和生产工单的进度
     * 2.物料消耗
     * 3.产品产出
     * @param recordId
     * @return
     */"
ProFeedbackController_executeProductProduce,"/**
     * 执行产品产出入线边库动作
     * @param record
     */"
ProFeedbackController_executeItemConsume,"/**
     * 执行物料消耗库存动作
     * @param record
     */"
ProFeedBackMobController_add,"/**
     * 新增生产报工记录
     */"
ProFeedBackMobController_list,"/**
     * 查询生产报工记录列表
     */"
ProFeedBackMobController_listUnApproved,"/**
     * 查询生产报工记录列表
     */"
ProFeedBackMobController_listApproved,"/**
     * 查询生产报工记录列表
     */"
ProFeedBackMobController_edit,"/**
     * 修改生产报工记录
     */"
ProFeedBackMobController_remove,"/**
     * 删除生产报工记录
     */"
ProWorkorderController_list,"/**
     * 查询生产工单列表
     */"
ProWorkorderController_export,"/**
     * 导出生产工单列表
     */"
ProWorkorderController_getInfo,"/**
     * 获取生产工单详细信息
     */"
ProWorkorderController_add,"/**
     * 新增生产工单
     */"
ProWorkorderController_edit,"/**
     * 修改生产工单
     */"
ProWorkorderController_remove,"/**
     * 删除生产工单
     */"
ProWorkorderController_generateBomLine,"/**
     * 根据生产工单中的产品生成BOM物料行
     * @param workorderId
     */"
ProWorkorderController_removeBomLine,"/**
     * 删除当前工单下所有BOM组成
     * @param workorderId
     */"
ProWorkorderController_listItemss,"/**
     * 获取当前工单的物料需求清单
     */"
ProTransOrderController_list,"/**
     * 查询流转单列表
     */"
ProTransOrderController_export,"/**
     * 导出流转单列表
     */"
ProTransOrderController_getInfo,"/**
     * 获取流转单详细信息
     */"
ProTransOrderController_add,"/**
     * 新增流转单
     */"
ProTransOrderController_edit,"/**
     * 修改流转单
     */"
ProTransOrderController_remove,"/**
     * 删除流转单
     */"
ProRouteProcessController_list,"/**
     * 查询工艺组成列表
     */"
ProRouteProcessController_listProductProcess,"/**
     * 查询指定产品的工艺组成
     * @return
     */"
ProRouteProcessController_export,"/**
     * 导出工艺组成列表
     */"
ProRouteProcessController_getInfo,"/**
     * 获取工艺组成详细信息
     */"
ProRouteProcessController_add,"/**
     * 新增工艺组成
     */"
ProRouteProcessController_edit,"/**
     * 修改工艺组成
     */"
ProRouteProcessController_remove,"/**
     * 删除工艺组成
     */"
ProRouteController_list,"/**
     * 查询工艺路线列表
     */"
ProRouteController_export,"/**
     * 导出工艺路线列表
     */"
ProRouteController_getInfo,"/**
     * 获取工艺路线详细信息
     */"
ProRouteController_add,"/**
     * 新增工艺路线
     */"
ProRouteController_edit,"/**
     * 修改工艺路线
     */"
ProRouteController_remove,"/**
     * 删除工艺路线
     */"
ProTransOrderMobController_getInfo,"/**
     * 获取流转单详细信息
     */"
ProTransOrderMobController_add,"/**
     * 新增流转单
     */"
ProTransOrderMobController_edit,"/**
     * 修改流转单
     */"
ProTaskIssueController_list,"/**
     * 查询生产任务投料列表
     */"
ProTaskIssueController_export,"/**
     * 导出生产任务投料列表
     */"
ProTaskIssueController_getInfo,"/**
     * 获取生产任务投料详细信息
     */"
ProTaskIssueController_add,"/**
     * 新增生产任务投料
     */"
ProTaskIssueController_edit,"/**
     * 修改生产任务投料
     */"
ProTaskIssueController_remove,"/**
     * 删除生产任务投料
     */"
ProRouteProductController_list,"/**
     * 查询产品制程列表
     */"
ProRouteProductController_export,"/**
     * 导出产品制程列表
     */"
ProRouteProductController_getInfo,"/**
     * 获取产品制程详细信息
     */"
ProRouteProductController_add,"/**
     * 新增产品制程
     */"
ProRouteProductController_edit,"/**
     * 修改产品制程
     */"
ProRouteProductController_move,"/**
     * 更改产品的生产路线
     */"
ProRouteProductController_remove,"/**
     * 删除产品制程
     */"
ProTaskIssueMobController_getSopList,"/**
     * 获取当前产品的SOP
     * @param mdProdutSop
     * @return
     */"
ProTaskIssueMobController_getIssueList,"/**
     * 查询当前工作站、当前任务的投料清单
     * 至少提供workstationId、taskId两个参数
     */"
ProTaskIssueMobController_getReserveIssueList,"/**
     * 查询当前工作站、当前任务可用的的领料清单
     * 如果某个领料单是领出到当前工作站或者当前任务的，则可以查询到
     */"
ProTaskIssueMobController_add,"/**
     * 通过新增或者扫码的方式添加某个流转单或者领料单到当前工作站、当前任务的投料清单中
     * 此接口只支持一次性添加一行物料。如果要添加整个领料单，则可在领料单上指定工作站和任务；或者使用addIssue接口
     */"
ProTaskIssueMobController_addIssue,"/**
     * 通过新增或者扫码的方式添加某个流转单或者领料单到当前工作站、当前任务的投料清单中
     * 此接口专门用于一次性添加整个领料单的场景，传递的proTaskIssue参数需要source_doc_id为对应的领料单头ID
     */"
ProTaskIssueMobController_remove,"/**
     * 删除生产任务投料
     */"
ProTaskMobController_list,"/**
     * 查询工作站的生产任务
     */"
ProTaskMobController_getInfo,"/**
     * 获取生产任务详细信息
     */"
ProTaskMobController_changeStatus,"/**
     * 修改生产任务状态
     */"
QcIqcLineServiceImpl_selectQcIqcLineByLineId,"/**
     * 查询来料检验单行
     * 
     * @param lineId 来料检验单行主键
     * @return 来料检验单行
     */"
QcIqcLineServiceImpl_selectQcIqcLineList,"/**
     * 查询来料检验单行列表
     * 
     * @param qcIqcLine 来料检验单行
     * @return 来料检验单行
     */"
QcIqcLineServiceImpl_insertQcIqcLine,"/**
     * 新增来料检验单行
     * 
     * @param qcIqcLine 来料检验单行
     * @return 结果
     */"
QcIqcLineServiceImpl_updateQcIqcLine,"/**
     * 修改来料检验单行
     * 
     * @param qcIqcLine 来料检验单行
     * @return 结果
     */"
QcIqcLineServiceImpl_deleteQcIqcLineByLineIds,"/**
     * 批量删除来料检验单行
     * 
     * @param lineIds 需要删除的来料检验单行主键
     * @return 结果
     */"
QcIqcLineServiceImpl_deleteQcIqcLineByLineId,"/**
     * 删除来料检验单行信息
     * 
     * @param lineId 来料检验单行主键
     * @return 结果
     */"
QcIndexServiceImpl_selectQcIndexByIndexId,"/**
     * 查询检测项
     * 
     * @param indexId 检测项主键
     * @return 检测项
     */"
QcIndexServiceImpl_selectQcIndexList,"/**
     * 查询检测项列表
     * 
     * @param qcIndex 检测项
     * @return 检测项
     */"
QcIndexServiceImpl_insertQcIndex,"/**
     * 新增检测项
     * 
     * @param qcIndex 检测项
     * @return 结果
     */"
QcIndexServiceImpl_updateQcIndex,"/**
     * 修改检测项
     * 
     * @param qcIndex 检测项
     * @return 结果
     */"
QcIndexServiceImpl_deleteQcIndexByIndexIds,"/**
     * 批量删除检测项
     * 
     * @param indexIds 需要删除的检测项主键
     * @return 结果
     */"
QcIndexServiceImpl_deleteQcIndexByIndexId,"/**
     * 删除检测项信息
     * 
     * @param indexId 检测项主键
     * @return 结果
     */"
QcTemplateProductServiceImpl_selectQcTemplateProductByRecordId,"/**
     * 查询检测模板-产品
     * 
     * @param recordId 检测模板-产品主键
     * @return 检测模板-产品
     */"
QcTemplateProductServiceImpl_selectQcTemplateProductList,"/**
     * 查询检测模板-产品列表
     * 
     * @param qcTemplateProduct 检测模板-产品
     * @return 检测模板-产品
     */"
QcTemplateProductServiceImpl_insertQcTemplateProduct,"/**
     * 新增检测模板-产品
     * 
     * @param qcTemplateProduct 检测模板-产品
     * @return 结果
     */"
QcTemplateProductServiceImpl_updateQcTemplateProduct,"/**
     * 修改检测模板-产品
     * 
     * @param qcTemplateProduct 检测模板-产品
     * @return 结果
     */"
QcTemplateProductServiceImpl_deleteQcTemplateProductByRecordIds,"/**
     * 批量删除检测模板-产品
     * 
     * @param recordIds 需要删除的检测模板-产品主键
     * @return 结果
     */"
QcTemplateProductServiceImpl_deleteQcTemplateProductByRecordId,"/**
     * 删除检测模板-产品信息
     * 
     * @param recordId 检测模板-产品主键
     * @return 结果
     */"
QcTemplateIndexServiceImpl_selectQcTemplateIndexByRecordId,"/**
     * 查询检测模板-检测项
     * 
     * @param recordId 检测模板-检测项主键
     * @return 检测模板-检测项
     */"
QcTemplateIndexServiceImpl_selectQcTemplateIndexList,"/**
     * 查询检测模板-检测项列表
     * 
     * @param qcTemplateIndex 检测模板-检测项
     * @return 检测模板-检测项
     */"
QcTemplateIndexServiceImpl_insertQcTemplateIndex,"/**
     * 新增检测模板-检测项
     * 
     * @param qcTemplateIndex 检测模板-检测项
     * @return 结果
     */"
QcTemplateIndexServiceImpl_updateQcTemplateIndex,"/**
     * 修改检测模板-检测项
     * 
     * @param qcTemplateIndex 检测模板-检测项
     * @return 结果
     */"
QcTemplateIndexServiceImpl_deleteQcTemplateIndexByRecordIds,"/**
     * 批量删除检测模板-检测项
     * 
     * @param recordIds 需要删除的检测模板-检测项主键
     * @return 结果
     */"
QcTemplateIndexServiceImpl_deleteQcTemplateIndexByRecordId,"/**
     * 删除检测模板-检测项信息
     * 
     * @param recordId 检测模板-检测项主键
     * @return 结果
     */"
QcOqcServiceImpl_selectQcOqcByOqcId,"/**
     * 查询出货检验单
     * 
     * @param oqcId 出货检验单主键
     * @return 出货检验单
     */"
QcOqcServiceImpl_selectQcOqcList,"/**
     * 查询出货检验单列表
     * 
     * @param qcOqc 出货检验单
     * @return 出货检验单
     */"
QcOqcServiceImpl_insertQcOqc,"/**
     * 新增出货检验单
     * 
     * @param qcOqc 出货检验单
     * @return 结果
     */"
QcOqcServiceImpl_updateQcOqc,"/**
     * 修改出货检验单
     * 
     * @param qcOqc 出货检验单
     * @return 结果
     */"
QcOqcServiceImpl_deleteQcOqcByOqcIds,"/**
     * 批量删除出货检验单
     * 
     * @param oqcIds 需要删除的出货检验单主键
     * @return 结果
     */"
QcOqcServiceImpl_deleteQcOqcByOqcId,"/**
     * 删除出货检验单信息
     * 
     * @param oqcId 出货检验单主键
     * @return 结果
     */"
QcIpqcLineServiceImpl_selectQcIpqcLineByLineId,"/**
     * 查询过程检验单行
     * 
     * @param lineId 过程检验单行主键
     * @return 过程检验单行
     */"
QcIpqcLineServiceImpl_selectQcIpqcLineList,"/**
     * 查询过程检验单行列表
     * 
     * @param qcIpqcLine 过程检验单行
     * @return 过程检验单行
     */"
QcIpqcLineServiceImpl_insertQcIpqcLine,"/**
     * 新增过程检验单行
     * 
     * @param qcIpqcLine 过程检验单行
     * @return 结果
     */"
QcIpqcLineServiceImpl_updateQcIpqcLine,"/**
     * 修改过程检验单行
     * 
     * @param qcIpqcLine 过程检验单行
     * @return 结果
     */"
QcIpqcLineServiceImpl_deleteQcIpqcLineByLineIds,"/**
     * 批量删除过程检验单行
     * 
     * @param lineIds 需要删除的过程检验单行主键
     * @return 结果
     */"
QcIpqcLineServiceImpl_deleteQcIpqcLineByLineId,"/**
     * 删除过程检验单行信息
     * 
     * @param lineId 过程检验单行主键
     * @return 结果
     */"
QcOqcLineServiceImpl_selectQcOqcLineByLineId,"/**
     * 查询出货检验单行
     * 
     * @param lineId 出货检验单行主键
     * @return 出货检验单行
     */"
QcOqcLineServiceImpl_selectQcOqcLineList,"/**
     * 查询出货检验单行列表
     * 
     * @param qcOqcLine 出货检验单行
     * @return 出货检验单行
     */"
QcOqcLineServiceImpl_insertQcOqcLine,"/**
     * 新增出货检验单行
     * 
     * @param qcOqcLine 出货检验单行
     * @return 结果
     */"
QcOqcLineServiceImpl_updateQcOqcLine,"/**
     * 修改出货检验单行
     * 
     * @param qcOqcLine 出货检验单行
     * @return 结果
     */"
QcOqcLineServiceImpl_deleteQcOqcLineByLineIds,"/**
     * 批量删除出货检验单行
     * 
     * @param lineIds 需要删除的出货检验单行主键
     * @return 结果
     */"
QcOqcLineServiceImpl_deleteQcOqcLineByLineId,"/**
     * 删除出货检验单行信息
     * 
     * @param lineId 出货检验单行主键
     * @return 结果
     */"
QcIpqcServiceImpl_selectQcIpqcByIpqcId,"/**
     * 查询过程检验单
     * 
     * @param ipqcId 过程检验单主键
     * @return 过程检验单
     */"
QcIpqcServiceImpl_selectQcIpqcList,"/**
     * 查询过程检验单列表
     * 
     * @param qcIpqc 过程检验单
     * @return 过程检验单
     */"
QcIpqcServiceImpl_insertQcIpqc,"/**
     * 新增过程检验单
     * 
     * @param qcIpqc 过程检验单
     * @return 结果
     */"
QcIpqcServiceImpl_updateQcIpqc,"/**
     * 修改过程检验单
     * 
     * @param qcIpqc 过程检验单
     * @return 结果
     */"
QcIpqcServiceImpl_deleteQcIpqcByIpqcIds,"/**
     * 批量删除过程检验单
     * 
     * @param ipqcIds 需要删除的过程检验单主键
     * @return 结果
     */"
QcIpqcServiceImpl_deleteQcIpqcByIpqcId,"/**
     * 删除过程检验单信息
     * 
     * @param ipqcId 过程检验单主键
     * @return 结果
     */"
QcDefectRecordServiceImpl_selectQcDefectRecordByRecordId,"/**
     * 查询检验单缺陷记录
     * 
     * @param recordId 检验单缺陷记录主键
     * @return 检验单缺陷记录
     */"
QcDefectRecordServiceImpl_selectQcDefectRecordList,"/**
     * 查询检验单缺陷记录列表
     * 
     * @param qcDefectRecord 检验单缺陷记录
     * @return 检验单缺陷记录
     */"
QcDefectRecordServiceImpl_insertQcDefectRecord,"/**
     * 新增检验单缺陷记录
     * 
     * @param qcDefectRecord 检验单缺陷记录
     * @return 结果
     */"
